tag,game,characters
oz,melee,"{""melee/fox"": 42, ""melee/captainfalcon"": 116}"
Simply,melee,""""""
The Cleaner,melee,""""""
Buck,melee,"{""melee/fox"": 9}"
triscuit,melee,"{""melee/jigglypuff"": 2}"
avina,melee,"{""melee/marth"": 3, ""melee/captainfalcon"": 1}"
Broil,melee,"{""melee/captainfalcon"": 9}"
Sous Chef,melee,""""""
SkittleBarf,melee,"{""melee/sheik"": 4}"
MemeDaddy,melee,""""""
con_artist,melee,"{""melee/falco"": 12}"
Brenan,melee,""""""
Phi,melee,"{""melee/captainfalcon"": 222, ""melee/falco"": 5, ""melee/marth"": 1, ""melee/sheik"": 5, ""melee/random"": 2, ""melee/donkeykong"": 2, ""melee/fox"": 1}"
AverageWeak,melee,""""""
Kw/ak,melee,"{""melee/falco"": 9}"
timuruzel,melee,"{""melee/sheik"": 2}"
Juicebox,melee,""""""
nAHt0_,melee,"{""melee/captainfalcon"": 20}"
ChipGod420BlazeIt4Christ,melee,"{""melee/ganondorf"": 10}"
Adroid,melee,"{""melee/sheik"": 7}"
flake,melee,""""""
Catzador,melee,"{""melee/mrgameandwatch"": 2, ""melee/ganondorf"": 2}"
CastIronSkillet,melee,"{""melee/falco"": 6}"
TheEPA,melee,"{""melee/jigglypuff"": 17}"
Muisey,melee,"{""melee/falco"": 13, ""melee/luigi"": 13}"
Jun,melee,"{""melee/fox"": 6}"
Skalpine,melee,"{""melee/sheik"": 29}"
Tkanbaru,melee,"{""melee/drmario"": 40}"
PoplZerz,melee,"{""melee/ganondorf"": 2}"
Wearfoi,melee,"{""melee/sheik"": 4}"
Smylin,melee,"{""melee/falco"": 17}"
ChuckMangione,melee,"{""melee/captainfalcon"": 6}"
Libra's Flame,melee,"{""melee/ness"": 2}"
neffro,melee,"{""melee/marth"": 3, ""melee/jigglypuff"": 1}"
AndreMX,melee,"{""melee/falco"": 10}"
TheaMatticks,melee,"{""melee/captainfalcon"": 10}"
LiakkDoesStuff,melee,"{""melee/captainfalcon"": 6}"
NV,melee,""""""
Flummox,melee,"{""melee/marth"": 17, ""melee/sheik"": 5, ""melee/yoshi"": 4, ""melee/younglink"": 8}"
Igoet,melee,"{""melee/link"": 4}"
Jy,melee,"{""melee/falco"": 4}"
Eden,melee,""""""
Normal_Fall,melee,""""""
Lens,melee,"{""melee/fox"": 57}"
MarshDelo,melee,"{""melee/falco"": 8, ""melee/captainfalcon"": 1}"
kolton,melee,"{""melee/sheik"": 28}"
ETECH,melee,"{""melee/fox"": 4}"
4square,melee,"{""melee/sheik"": 103}"
Rurs,melee,"{""melee/marth"": 4}"
Ock Wid,melee,"{""melee/fox"": 4}"
Esselyuty,melee,""""""
redwerewolf48,melee,""""""
Jordan,melee,"{""melee/sheik"": 5}"
M3chawolf,melee,""""""
Wooltar,melee,"{""melee/iceclimbers"": 10}"
UglyBoiJC,melee,""""""
fushega,melee,"{""melee/sheik"": 16}"
CaillouKan,melee,""""""
TTAC,melee,""""""
Staypuft,melee,"{""melee/sheik"": 3, ""melee/marth"": 2, ""melee/jigglypuff"": 1, ""melee/captainfalcon"": 5, ""melee/fox"": 3}"
Lil Boi,melee,"{""melee/fox"": 20, ""melee/falco"": 2}"
zeromilesanhour,melee,"{""melee/falco"": 4}"
Wyloct,melee,"{""melee/sheik"": 4}"
L8er,melee,"{""melee/link"": 7}"
El Buro,melee,"{""melee/captainfalcon"": 4}"
Guld,melee,""""""
PurpleTurtle411,melee,"{""melee/jigglypuff"": 4}"
Abra_Hadley,melee,""""""
Crispy,melee,"{""melee/fox"": 4}"
Top,melee,"{""melee/falco"": 10, ""melee/marth"": 9, ""melee/jigglypuff"": 15, ""melee/sheik"": 31, ""melee/fox"": 5, ""melee/samus"": 1, ""melee/iceclimbers"": 4}"
SHITTERboi420,melee,""""""
Dav,melee,"{""melee/falco"": 6}"
TheCaptain,melee,""""""
Nonga,melee,"{""melee/marth"": 6, ""melee/falco"": 11, ""melee/fox"": 9}"
churchraffle,melee,"{""melee/marth"": 6}"
DrewPag,melee,"{""melee/captainfalcon"": 4}"
Mang0 fan,melee,""""""
Camdango,melee,""""""
L4z3rG0d,melee,"{""melee/falco"": 5}"
on ket,melee,"{""melee/captainfalcon"": 4, ""melee/falco"": 1, ""melee/fox"": 3}"
PapaSpooks,melee,"{""melee/drmario"": 30, ""melee/luigi"": 1}"
Kkjones,melee,"{""melee/sheik"": 12, ""melee/fox"": 1, ""melee/captainfalcon"": 7, ""melee/falco"": 1}"
DonkSquonkem,melee,"{""melee/falco"": 20, ""melee/pikachu"": 6}"
shagnarok,melee,"{""melee/falco"": 6}"
MadMatt,melee,"{""melee/captainfalcon"": 30, ""melee/marth"": 5, ""melee/sheik"": 2}"
dollarnuftynuf,melee,"{""melee/marth"": 22}"
Doogie,melee,"{""melee/captainfalcon"": 8}"
shay,melee,"{""melee/falco"": 6}"
Brodus,melee,"{""melee/luigi"": 5}"
SauseBoss,melee,"{""melee/jigglypuff"": 4}"
J-Nols,melee,"{""melee/iceclimbers"": 63, ""melee/samus"": 29}"
KellanTK,melee,"{""melee/fox"": 7}"
P-Roni,melee,""""""
mrak,melee,"{""melee/ganondorf"": 4}"
Fuller GVerse,melee,"{""melee/peach"": 12}"
HeroModule,melee,""""""
sagii,melee,""""""
Sonder,melee,"{""melee/marth"": 4}"
Slinky wee,melee,""""""
Gleam,melee,""""""
Sounds,melee,""""""
Infinitiii,melee,""""""
Armaan,melee,""""""
MKHOPS,melee,""""""
TurtleGang,melee,"{""melee/captainfalcon"": 10}"
Th3ValeTTV,melee,"{""melee/fox"": 4}"
Brenana,melee,"{""melee/falco"": 5}"
ira,melee,"{""melee/falco"": 8}"
robotomy,melee,"{""melee/falco"": 7, ""melee/fox"": 12, ""melee/sheik"": 2}"
KNeu,melee,"{""melee/sheik"": 5}"
maynard,melee,"{""melee/samus"": 4}"
poopoostinkus,melee,""""""
RubyByNight,melee,"{""melee/sheik"": 6}"
PeachyKeena,melee,"{""melee/peach"": 4}"
Dropbox,melee,"{""melee/falco"": 7}"
ColdButDark,melee,""""""
Hyxost,melee,"{""melee/captainfalcon"": 8, ""melee/mewtwo"": 17}"
OzNova,melee,"{""melee/sheik"": 2, ""melee/marth"": 2}"
mirix,melee,"{""melee/sheik"": 2}"
Tron,melee,"{""melee/marth"": 2, ""melee/captainfalcon"": 2}"
Meechole,melee,"{""melee/fox"": 4}"
robb,melee,""""""
Sandwich,melee,"{""melee/jigglypuff"": 8}"
MooMoo,melee,"{""melee/marth"": 11, ""melee/jigglypuff"": 2, ""melee/captainfalcon"": 5, ""melee/falco"": 2}"
Hugh Buttcheeks,melee,""""""
IEatA55,melee,""""""
Reapstuh,melee,"{""melee/marth"": 19}"
DylanScarlata,melee,"{""melee/fox"": 30}"
sentzs,melee,"{""melee/jigglypuff"": 3, ""melee/falco"": 1}"
lluN,melee,"{""melee/sheik"": 38}"
Rogue,melee,"{""melee/sheik"": 127}"
Scheme,melee,"{""melee/marth"": 39}"
Plokmin,melee,"{""melee/falco"": 7}"
Augly,melee,"{""melee/mrgameandwatch"": 34}"
Joshiepoh,melee,"{""melee/sheik"": 5}"
Doodle,melee,"{""melee/jigglypuff"": 51, ""melee/falco"": 2, ""melee/fox"": 2}"
Dylan,melee,"{""melee/falco"": 184, ""melee/marth"": 5}"
WoahD_,melee,"{""melee/iceclimbers"": 82, ""melee/sheik"": 6, ""melee/ganondorf"": 1, ""melee/younglink"": 1, ""melee/marth"": 26, ""melee/jigglypuff"": 1}"
Nazora,melee,"{""melee/ganondorf"": 4}"
june,melee,""""""
Mr Fish,melee,"{""melee/peach"": 3, ""melee/marth"": 1}"
Arora,melee,""""""
Ketsui,melee,"{""melee/fox"": 11}"
Krane,melee,"{""melee/captainfalcon"": 3, ""melee/ganondorf"": 1}"
MaxPower,melee,""""""
fullerene60,melee,"{""melee/sheik"": 4}"
oNerdd,melee,"{""melee/falco"": 6}"
Dunk0,melee,"{""melee/falco"": 9}"
lxnastargirl,melee,""""""
D3,melee,"{""melee/falco"": 7}"
Spinky,melee,"{""melee/peach"": 4}"
Casimir,melee,"{""melee/falco"": 6}"
Resicute,melee,""""""
Keylogger,melee,"{""melee/falco"": 32, ""melee/yoshi"": 16, ""melee/captainfalcon"": 5, ""melee/fox"": 8, ""melee/mario"": 1}"
koother,melee,"{""melee/marth"": 4}"
Albriano31,melee,""""""
Cocozimme,melee,""""""
Sauce,melee,"{""melee/jigglypuff"": 4}"
Cheez-It Swag,melee,""""""
KAYTRANODI,melee,""""""
DefNot,melee,"{""melee/sheik"": 13, ""melee/peach"": 3, ""melee/marth"": 2}"
ZISA,melee,"{""melee/falco"": 6, ""melee/jigglypuff"": 1}"
Mister,melee,"{""melee/fox"": 7, ""melee/marth"": 1}"
CharlE,melee,"{""melee/kirby"": 4}"
Biggest Energy,melee,"{""melee/marth"": 8}"
Catalyst,melee,"{""melee/fox"": 18}"
GavoTheGreat,melee,"{""melee/marth"": 4}"
doorhinge,melee,""""""
Pch,melee,""""""
OP-seal,melee,"{""melee/marth"": 4, ""melee/falco"": 1}"
Russ,melee,""""""
M0NTAGE,melee,"{""melee/sheik"": 4}"
Cuffling,melee,"{""melee/falco"": 2, ""melee/jigglypuff"": 2}"
Bomaz,melee,"{""melee/fox"": 3, ""melee/marth"": 1}"
wonahjeed,melee,"{""melee/falco"": 4}"
PhilMickelson!?,melee,"{""melee/fox"": 8, ""melee/falco"": 6}"
Terp,melee,""""""
MandarinShroomy,melee,""""""
Wumbologist,melee,"{""melee/falco"": 6}"
GREG THUNDER,melee,"{""melee/falco"": 9, ""melee/fox"": 78, ""melee/peach"": 1}"
Carzyturtle,melee,"{""melee/captainfalcon"": 25, ""melee/marth"": 7, ""melee/bowser"": 3}"
Notag,melee,"{""melee/jigglypuff"": 3, ""melee/marth"": 1}"
Casonbug,melee,"{""melee/marth"": 2}"
sinnamonbuun,melee,"{""melee/sheik"": 12}"
PAL Laboratory,melee,"{""melee/bowser"": 14, ""melee/marth"": 8, ""melee/sheik"": 20, ""melee/peach"": 1}"
ACE,melee,"{""melee/falco"": 1, ""melee/marth"": 1}"
Mandrew,melee,"{""melee/captainfalcon"": 3, ""melee/sheik"": 1}"
OcularVL,melee,"{""melee/fox"": 4}"
DrunkBananas,melee,"{""melee/jigglypuff"": 6}"
JeffThrowsenStock,melee,"{""melee/fox"": 7}"
JihadJim,melee,"{""melee/captainfalcon"": 2, ""melee/jigglypuff"": 5, ""melee/falco"": 1, ""melee/fox"": 1, ""melee/marth"": 3}"
AJungalung,melee,""""""
Novabound,melee,""""""
Ghoulden,melee,"{""melee/fox"": 4}"
billg,melee,"{""melee/captainfalcon"": 4}"
ConCosta,melee,"{""melee/falco"": 7, ""melee/fox"": 1}"
Jp4,melee,"{""melee/sheik"": 24}"
Toaster,melee,"{""melee/pikachu"": 2, ""melee/captainfalcon"": 2}"
Captain,melee,"{""melee/sheik"": 131}"
stepswitcher,melee,"{""melee/sheik"": 10}"
GreyRain,melee,"{""melee/kirby"": 1, ""melee/ness"": 1, ""melee/mrgameandwatch"": 1, ""melee/pikachu"": 1}"
Alex Kabam,melee,""""""
VoydFuhl,melee,""""""
Yerb,melee,"{""melee/luigi"": 14}"
Carter,melee,""""""
The J-wiz,melee,"{""melee/marth"": 3, ""melee/falco"": 3}"
Grape_,melee,"{""melee/marth"": 4}"
SuperSean,melee,"{""melee/falco"": 8}"
Chromatically,melee,"{""melee/marth"": 4}"
Tree,melee,"{""melee/fox"": 7, ""melee/falco"": 1}"
Tbagstealer,melee,"{""melee/marth"": 7, ""melee/sheik"": 8}"
Mox of Batches,melee,"{""melee/yoshi"": 4}"
MagicMagicarp,melee,"{""melee/marth"": 40, ""melee/fox"": 34, ""melee/drmario"": 7, ""melee/roy"": 10, ""melee/donkeykong"": 1}"
kamel,melee,"{""melee/ganondorf"": 4, ""melee/iceclimbers"": 1}"
pink,melee,"{""melee/sheik"": 8, ""melee/falco"": 1}"
Challs,melee,"{""melee/pikachu"": 9}"
Menocal,melee,""""""
Bigfoot,melee,"{""melee/luigi"": 4}"
NL,melee,"{""melee/fox"": 15, ""melee/sheik"": 1}"
xlRubix,melee,"{""melee/ness"": 1, ""melee/kirby"": 3}"
Abuu,melee,""""""
Dende,melee,"{""melee/ganondorf"": 4}"
Johnny Vorpal,melee,"{""melee/jigglypuff"": 10, ""melee/samus"": 4}"
FpsLava,melee,"{""melee/marth"": 18, ""melee/fox"": 33, ""melee/captainfalcon"": 2, ""melee/donkeykong"": 1}"
Verkleon733,melee,"{""melee/marth"": 4}"
Raptremrum,melee,""""""
Rossman,melee,"{""melee/captainfalcon"": 19, ""melee/fox"": 1}"
.us,melee,"{""melee/drmario"": 5, ""melee/peach"": 1}"
Burger,melee,""""""
Houghie,melee,"{""melee/falco"": 3, ""melee/marth"": 1}"
dionhyper,melee,""""""
clinker,melee,"{""melee/fox"": 4}"
GameCuban64,melee,"{""melee/marth"": 6}"
Card,melee,""""""
Arpa,melee,""""""
Moondog,melee,"{""melee/marth"": 4}"
Jack Air,melee,"{""melee/fox"": 7}"
TaiDragon,melee,"{""melee/fox"": 2, ""melee/marth"": 3}"
BRUISERBRODY,melee,"{""melee/fox"": 9, ""melee/pikachu"": 2}"
Ferd,melee,"{""melee/captainfalcon"": 2, ""melee/sheik"": 5}"
DoggieGroundhog,melee,"{""melee/fox"": 8}"
Fail,melee,""""""
Kenzie,melee,""""""
Luigi's Fat Hog,melee,"{""melee/luigi"": 6}"
Cerenji,melee,"{""melee/marth"": 10}"
NotNate,melee,"{""melee/marth"": 6}"
Peri,melee,""""""
DooDeeDoo,melee,"{""melee/falco"": 3, ""melee/samus"": 1}"
yogi,melee,"{""melee/fox"": 17, ""melee/pikachu"": 1}"
Johnny Apple,melee,""""""
Space Cowboy,melee,"{""melee/fox"": 3, ""melee/falco"": 18, ""melee/kirby"": 3, ""melee/bowser"": 1, ""melee/marth"": 7}"
Zamsire,melee,"{""melee/captainfalcon"": 1, ""melee/marth"": 2, ""melee/jigglypuff"": 1}"
junk,melee,"{""melee/captainfalcon"": 5, ""melee/marth"": 1}"
Wintersalamander,melee,"{""melee/marth"": 15}"
Abjar171,melee,"{""melee/pikachu"": 4}"
OniCentral,melee,""""""
yosh,melee,"{""melee/sheik"": 10, ""melee/peach"": 9, ""melee/yoshi"": 11}"
CasAF,melee,"{""melee/captainfalcon"": 5}"
MarioCatWii,melee,"{""melee/marth"": 4}"
Cheese_72,melee,"{""melee/sheik"": 17}"
Fawn,melee,"{""melee/luigi"": 35}"
GreenMonkey,melee,"{""melee/fox"": 4}"
Storm,melee,""""""
zp_86,melee,""""""
TrainXIII,melee,"{""melee/fox"": 4}"
m_hunna,melee,"{""melee/captainfalcon"": 1, ""melee/marth"": 2}"
crash,melee,""""""
D.Ghost,melee,""""""
iMilly Buckets,melee,""""""
morgy,melee,"{""melee/peach"": 8}"
RamAir WS6,melee,""""""
Tahnics,melee,"{""melee/captainfalcon"": 8}"
yungCOCO,melee,"{""melee/falco"": 6}"
Swogglet,melee,"{""melee/falco"": 4}"
SamPique22Fois,melee,"{""melee/marth"": 5, ""melee/jigglypuff"": 1}"
BryGuy,melee,""""""
maya39,melee,"{""melee/peach"": 4}"
jonybones,melee,"{""melee/samus"": 3, ""melee/sheik"": 3}"
BRO YOU WACK,melee,"{""melee/jigglypuff"": 2}"
Lakilester,melee,"{""melee/falco"": 5, ""melee/fox"": 2}"
ChessBoard,melee,""""""
Yellowchimney,melee,"{""melee/captainfalcon"": 23}"
DatGabe,melee,"{""melee/marth"": 8}"
IDontKnow,melee,"{""melee/jigglypuff"": 5}"
AlbertRayquaza,melee,"{""melee/marth"": 3, ""melee/jigglypuff"": 1}"
Noah,melee,"{""melee/marth"": 5, ""melee/fox"": 5, ""melee/peach"": 6, ""melee/jigglypuff"": 1}"
Swo30,melee,"{""melee/falco"": 3, ""melee/fox"": 1}"
spaceinvades,melee,"{""melee/falco"": 6}"
Ralphii,melee,""""""
PBHotdog,melee,"{""melee/fox"": 9}"
SubarusDuckling,melee,"{""melee/drmario"": 4}"
Undeadmatrix,melee,""""""
Kaznak,melee,"{""melee/captainfalcon"": 4}"
Pebis,melee,"{""melee/peach"": 14, ""melee/jigglypuff"": 1}"
Gyro,melee,"{""melee/sheik"": 25, ""melee/peach"": 1, ""melee/marth"": 1, ""melee/samus"": 1}"
[WT] mryougotserved,melee,""""""
Klay,melee,"{""melee/fox"": 17}"
Paterx,melee,"{""melee/marth"": 7}"
wonky,melee,"{""melee/falco"": 128}"
Pa2wa2,melee,"{""melee/jigglypuff"": 8, ""melee/peach"": 4, ""melee/ganondorf"": 1, ""melee/marth"": 1}"
JaydenXV,melee,""""""
Hounds,melee,"{""melee/falco"": 8, ""melee/marth"": 1}"
-rhythm,melee,"{""melee/peach"": 8}"
ilan,melee,""""""
bavuman,melee,""""""
TheJ,melee,"{""melee/fox"": 4}"
Haru,melee,""""""
Rook,melee,""""""
Slanted2X,melee,""""""
selfwind,melee,"{""melee/pikachu"": 1, ""melee/fox"": 1}"
WillyA,melee,""""""
quank,melee,"{""melee/captainfalcon"": 30}"
Yari,melee,"{""melee/fox"": 6, ""melee/jigglypuff"": 1}"
SM Blood Raven,melee,"{""melee/sheik"": 2}"
Escrums,melee,"{""melee/marth"": 5}"
goff,melee,"{""melee/jigglypuff"": 10, ""melee/sheik"": 3, ""melee/marth"": 1}"
iMisama,melee,"{""melee/peach"": 4}"
Zhang,melee,"{""melee/fox"": 10, ""melee/ganondorf"": 1}"
SpiderMad,melee,"{""melee/marth"": 713, ""melee/falco"": 4, ""melee/jigglypuff"": 2}"
Wunosix,melee,""""""
petr_pan,melee,"{""melee/captainfalcon"": 3, ""melee/fox"": 1}"
MysticMac,melee,"{""melee/falco"": 10, ""melee/sheik"": 18, ""melee/fox"": 14}"
willvl,melee,"{""melee/jigglypuff"": 35, ""melee/marth"": 3, ""melee/falco"": 4}"
RU$H,melee,"{""melee/falco"": 6, ""melee/marth"": 1, ""melee/fox"": 2, ""melee/captainfalcon"": 1}"
SplawskiB,melee,""""""
Bacara,melee,"{""melee/falco"": 12}"
BDN,melee,"{""melee/falco"": 20}"
toku,melee,""""""
Majestic,melee,""""""
Apocratic,melee,""""""
ttv/dnPhD,melee,"{""melee/sheik"": 15, ""melee/captainfalcon"": 2, ""melee/marth"": 1}"
Dyzerick,melee,"{""melee/fox"": 11}"
CrazyKitty357,melee,"{""melee/jigglypuff"": 2}"
Return,melee,"{""melee/fox"": 10}"
Parsley,melee,"{""melee/falco"": 5}"
J Davi,melee,""""""
ahox,melee,""""""
occult,melee,"{""melee/fox"": 17, ""melee/sheik"": 20}"
Pirate,melee,"{""melee/sheik"": 13}"
hockphlegm,melee,""""""
Gubbins,melee,"{""melee/falco"": 2, ""melee/fox"": 3}"
Nicro,melee,""""""
dbavs,melee,"{""melee/sheik"": 4}"
manQ,melee,"{""melee/fox"": 43, ""melee/falco"": 16, ""melee/jigglypuff"": 2, ""melee/marth"": 1}"
Hylexia,melee,""""""
ARGirlfriend,melee,"{""melee/falco"": 7}"
DoubleKick,melee,"{""melee/fox"": 8, ""melee/captainfalcon"": 3}"
Sushi,melee,""""""
t4lmb,melee,""""""
b00ze,melee,"{""melee/jigglypuff"": 5}"
CoolRanch,melee,""""""
Pride,melee,"{""melee/pikachu"": 4}"
MOGULMOVES,melee,"{""melee/jigglypuff"": 1, ""melee/fox"": 1}"
SirChancellor,melee,""""""
toucan,melee,"{""melee/fox"": 39, ""melee/jigglypuff"": 2, ""melee/captainfalcon"": 1}"
Valanor,melee,"{""melee/samus"": 4, ""melee/sheik"": 2}"
Dylareus,melee,"{""melee/falco"": 4}"
Benty,melee,"{""melee/marth"": 16, ""melee/fox"": 12}"
Klavickle,melee,"{""melee/falco"": 54}"
sasaki!,melee,"{""melee/fox"": 4, ""melee/sheik"": 3}"
Teej,melee,"{""melee/marth"": 3, ""melee/captainfalcon"": 1}"
Dici,melee,"{""melee/falco"": 8}"
Stephonicle,melee,""""""
djhail,melee,"{""melee/samus"": 4}"
OxygenPops,melee,"{""melee/captainfalcon"": 3, ""melee/sheik"": 1}"
turnip merchant,melee,"{""melee/falco"": 4}"
Premedata,melee,"{""melee/marth"": 5}"
WaffleGoat,melee,"{""melee/sheik"": 7}"
YTJiraiya,melee,""""""
gtrist1126,melee,""""""
chubbywalrus,melee,""""""
MrPoofanator,melee,"{""melee/link"": 2}"
JohnTonsOfFun,melee,""""""
Mattism,melee,"{""melee/jigglypuff"": 43}"
Nimbus,melee,"{""melee/falco"": 8, ""melee/fox"": 2}"
JadedKills,melee,"{""melee/marth"": 4}"
Macasaurus,melee,"{""melee/sheik"": 4}"
About6fish,melee,"{""melee/sheik"": 6, ""melee/marth"": 1}"
Chilled,melee,"{""melee/jigglypuff"": 12, ""melee/falco"": 2, ""melee/mewtwo"": 8, ""melee/fox"": 1}"
Ratthew,melee,"{""melee/falco"": 1, ""melee/samus"": 5, ""melee/sheik"": 1}"
Zakrra,melee,"{""melee/samus"": 2, ""melee/marth"": 2}"
Exdion,melee,"{""melee/fox"": 7}"
S��oot,melee,"{""melee/ness"": 4}"
towchaizz,melee,""""""
Squash,melee,"{""melee/falco"": 5, ""melee/captainfalcon"": 1}"
CHIEF,melee,""""""
c4nvm,melee,"{""melee/falco"": 4}"
tpot,melee,"{""melee/falco"": 4, ""melee/fox"": 4}"
CBag23,melee,""""""
Probasaur,melee,""""""
HumblyMumbly,melee,""""""
Magrth,melee,"{""melee/fox"": 2, ""melee/captainfalcon"": 3}"
JChao,melee,"{""melee/marth"": 6}"
Baddaducci,melee,"{""melee/captainfalcon"": 7}"
Muffin,melee,"{""melee/sheik"": 4}"
N3MOWEN,melee,""""""
Swagner,melee,"{""melee/jigglypuff"": 9, ""melee/sheik"": 9, ""melee/marth"": 4, ""melee/samus"": 2}"
Noah,melee,"{""melee/fox"": 4}"
Joey Chimney,melee,"{""melee/captainfalcon"": 7}"
Seannheiser,melee,"{""melee/falco"": 4}"
Sommle,melee,""""""
Slomile,melee,"{""melee/sheik"": 4}"
ttocs,melee,""""""
Floating Pluto,melee,"{""melee/peach"": 4}"
Peele,melee,"{""melee/sheik"": 344, ""melee/jigglypuff"": 7, ""melee/fox"": 1, ""melee/roy"": 2, ""melee/ganondorf"": 1, ""melee/captainfalcon"": 1, ""melee/younglink"": 1}"
Tech,melee,"{""melee/fox"": 6}"
Doogle,melee,""""""
Rhododendron,melee,""""""
South,melee,"{""melee/fox"": 139}"
Squatch1917,melee,""""""
ebin,melee,""""""
tom,melee,"{""melee/falco"": 11}"
EtCETERA,melee,""""""
Talz,melee,""""""
86,melee,""""""
Stormy,melee,"{""melee/ganondorf"": 12}"
Amber,melee,"{""melee/fox"": 309, ""melee/falco"": 387, ""melee/jigglypuff"": 5, ""melee/marth"": 2, ""melee/sheik"": 92, ""melee/roy"": 11, ""melee/random"": 1, ""melee/captainfalcon"": 5}"
eisenhead,melee,"{""melee/captainfalcon"": 103, ""melee/samus"": 2, ""melee/donkeykong"": 4, ""melee/jigglypuff"": 1}"
Beni,melee,"{""melee/younglink"": 22}"
KoR,melee,"{""melee/falco"": 23}"
OmegaFactor,melee,"{""melee/marth"": 4}"
ToffeeCG,melee,""""""
Galg,melee,""""""
Rocknerrad,melee,""""""
SkyGoot,melee,"{""melee/pikachu"": 4, ""melee/falco"": 1, ""melee/fox"": 1}"
A_WOOSH,melee,"{""melee/falco"": 39, ""melee/fox"": 3}"
Hood,melee,"{""melee/falco"": 2}"
BellRinga,melee,"{""melee/fox"": 9}"
Dog with a Banana,melee,"{""melee/jigglypuff"": 4}"
X5C,melee,"{""melee/marth"": 7}"
Thesalad,melee,""""""
BYE 5,melee,""""""
BYE 4,melee,""""""
BYE 3,melee,""""""
BYE 2,melee,""""""
StitchesVT,melee,""""""
BYE 1,melee,""""""
Woof!,melee,"{""melee/fox"": 9, ""melee/peach"": 2, ""melee/sheik"": 2, ""melee/falco"": 1, ""melee/marth"": 2}"
Marnie <3,melee,""""""
JayJurz,melee,"{""melee/marth"": 72, ""melee/younglink"": 5}"
Panda,melee,""""""
Yeti,melee,""""""
juan,melee,""""""
Vexillion,melee,"{""melee/falco"": 12, ""melee/fox"": 2, ""melee/captainfalcon"": 2, ""melee/marth"": 2, ""melee/sheik"": 2, ""melee/mewtwo"": 1, ""melee/yoshi"": 1, ""melee/ganondorf"": 1}"
Jarebear,melee,""""""
viktor,melee,""""""
Askari,melee,"{""melee/luigi"": 6}"
Rusky,melee,""""""
Participant,melee,""""""
JediChicken,melee,""""""
katie,melee,""""""
majin_bukkake,melee,""""""
Gekaku,melee,"{""melee/pikachu"": 138}"
Steve,melee,""""""
Wizard,melee,""""""
ThatSchmeatJason,melee,""""""
Parrot,melee,""""""
Zaney,melee,""""""
Miles,melee,""""""
Tray!,melee,""""""
puffdaddy,melee,""""""
Icarus,melee,""""""
Stitch,melee,""""""
XTC,melee,""""""
germ,melee,""""""
$pace,melee,""""""
Shiuster,melee,""""""
Legit,melee,""""""
Jeremy,melee,""""""
Lonk,melee,""""""
wishbliss,melee,""""""
Tern,melee,""""""
City Girl,melee,"{""melee/fox"": 375, ""melee/marth"": 1}"
Young DGB,melee,""""""
Ignislaw,melee,"{""melee/fox"": 7, ""melee/falco"": 7}"
Jasper,melee,""""""
gold,melee,"{""melee/sheik"": 28}"
Loopy,melee,""""""
G00se,melee,""""""
Solomun,melee,""""""
Jado,melee,"{""melee/jigglypuff"": 9}"
Berry,melee,"{""melee/marth"": 44, ""melee/falco"": 1}"
Klink,melee,""""""
Marek,melee,""""""
PsychoWaffle's Partner,melee,""""""
Tamayo,melee,""""""
UnshippedNut,melee,""""""
singaleseliar,melee,"{""melee/marth"": 4, ""melee/peach"": 14, ""melee/falco"": 2, ""melee/fox"": 6}"
Touma,melee,"{""melee/captainfalcon"": 12, ""melee/sheik"": 1}"
Plank,melee,""""""
twig,melee,"{""melee/peach"": 14, ""melee/fox"": 1}"
Big_jo,melee,""""""
Purple,melee,"{""melee/marth"": 1, ""melee/samus"": 119, ""melee/bowser"": 1, ""melee/peach"": 8, ""melee/mrgameandwatch"": 1, ""melee/link"": 1, ""melee/fox"": 2}"
Kevinm31,melee,"{""melee/marth"": 39}"
.missanthrope,melee,"{""melee/peach"": 101}"
Bumblebee,melee,"{""melee/peach"": 42}"
Zook,melee,"{""melee/captainfalcon"": 9}"
SADIE,melee,"{""melee/sheik"": 32, ""melee/marth"": 8}"
flaccidcelery,melee,"{""melee/captainfalcon"": 6}"
Worst,melee,"{""melee/sheik"": 319}"
h.,melee,"{""melee/sheik"": 19, ""melee/mario"": 175, ""melee/pikachu"": 12, ""melee/peach"": 2, ""melee/fox"": 2}"
Somatsu,melee,""""""
ethanN,melee,""""""
BRamZ,melee,"{""melee/fox"": 7}"
Wayne,melee,""""""
EspressoTime,melee,""""""
Greg,melee,""""""
Dwib,melee,""""""
Roo,melee,""""""
Nage,melee,"{""melee/marth"": 9}"
Doomer,melee,""""""
FightingGM,melee,"{""melee/fox"": 1, ""melee/marth"": 2}"
Quasimoto,melee,"{""melee/falco"": 8, ""melee/marth"": 1}"
Lust,melee,"{""melee/fox"": 58}"
Panionator,melee,"{""melee/samus"": 5}"
Charlie Wu 2.0,melee,"{""melee/captainfalcon"": 10, ""melee/fox"": 3}"
Random,melee,""""""
tac0,melee,"{""melee/fox"": 4}"
Rocket D. Boss,melee,"{""melee/younglink"": 14, ""melee/drmario"": 70, ""melee/yoshi"": 1}"
LotaD,melee,"{""melee/captainfalcon"": 38, ""melee/fox"": 1, ""melee/jigglypuff"": 2, ""melee/falco"": 4}"
Melyrks,melee,""""""
Con,melee,""""""
Chekhov's Archer,melee,""""""
bye 2,melee,""""""
